Rank,Coin Name,Symbol,Price,Market Cap,Volume (24h),24h % Change,7d % Change,30d % Change,1y % Change
183,"NEO",NEO,7.35,519167276,38934322,-1.6024819525558918,16.80027500498288,43.41970394434411,-38.29422750269856
120,"PancakeSwap",CAKE,2.76,954214657,170323803,3.134472586168899,16.787934043744954,32.73606732600397,32.81464533130444
161,"Bitcoin SV",BSV,30.27,607684969,26015297,-2.758734792009814,16.112467646829572,1.456639013945855,-35.754855614935686
102,"Sonic",S,0.399436,1288063472,238267035,0.9112848544229094,15.903462020180593,53.06421548033303,
197,"ZKsync",ZK,0.063183,458999008,34411950,2.0749315146652014,15.860311991409064,54.78151065449455,-67.92696945170502
142,"Flow",FLOW,0.445178,713165967,28703910,-0.8347421680263901,15.835593927327235,38.988769606653655,-31.133769419304286
148,"Decentraland",MANA,0.353775,679073548,57066180,-0.08024806142357063,15.684310414382708,48.5589971653893,-1.3572646359730993
113,"Kaia",KAIA,0.175611,1029589892,21529191,1.3613337541371913,15.461257727015651,-4.697321891875926,
192,"eCash",XEC,0.00002408,479565114,13525378,-0.4549566271201069,14.94043381811109,32.878708270137416,-33.46983733918705
166,"ApeCoin",APE,0.729451,583530944,157172230,4.6428878838018965,14.910496331457201,26.689362784081673,-14.833304095382028
132,"The Sandbox",SAND,0.345521,847061463,134088180,0.1806309104350236,14.034010209062384,46.14961211167979,0.2650126296243795
156,"Morpho",MORPHO,2.04,653908279,33196776,-5.366125982186473,12.532189752201047,78.19664059313072,
153,"Walrus",WAL,0.475446,657924190,39203316,3.6364819369634462,12.491183011982205,19.407038076109004,
159,"Core",CORE,0.606362,611891945,31553252,0.010948080950358317,12.370891200533931,19.628673982475963,-63.00070424135381
185,"Compound",COMP,53.74,504424646,148182077,1.7572684846372926,12.369163629670323,15.556028228316872,1.8713904022377024
173,"Starknet",STRK,0.15253,549697458,97024603,2.8692185335240965,12.263274887104034,47.376662661947094,-75.0718343214436
114,"Wrapped BNB",WBNB,771.78,1011946155,664596943,2.0922640323472055,12.105935745873095,22.32582384842964,28.41980755773597
181,"Beldex",BDX,0.073373,524421155,2502797,-1.1618937346561602,11.799793847450166,20.806080192702623,57.4553087251858
119,"Vaulta",A,0.601972,952608278,76435347,-4.008476428968411,10.985186757550833,26.833549309393483,
160,"Telcoin",TEL,0.00663212,609427440,4013046,-1.5423535959287265,9.674520630558865,80.58364227376865,210.0761704863559
124,"IOTA",IOTA,0.237863,929286609,33271739,-2.5831594545670056,9.600817390147913,56.480956281451355,33.60260335569954
163,"THORChain",RUNE,1.68,590151152,153362564,-0.9770130206572976,9.467562336166905,30.777997594757174,-65.4080164319709
186,"DeepBook",DEEP,0.200386,500350468,44715999,1.6627057523187543,8.747232964365583,62.13935384718133,
140,"BitTorrent",BTT,7.39558e-7,729973737,32550690,-0.26659147563936886,5.590151573292747,27.920666356905173,-18.83131289018734
193,"Kava",KAVA,0.440822,477978415,19731739,2.2940785714360445,4.319180714050666,9.015101181825113,2.605176646172464
141,"Zcash",ZEC,44.54,720770067,26037104,-1.3201307017128838,4.115125784596355,12.521980759236238,40.3754339287755
180,"BUILDon",B,0.527141,526683493,26863898,3.2872056360636503,2.992544494928384,68.27601487862374,
199,"APENFT",NFT,4.58132e-7,453499146,21117437,-0.028046370393603155,2.1738878897984333,11.34992087593987,5.7571999463159145
133,"Tether Gold",XAUT,3385.95,834312206,31060186,1.046397917880575,1.19227869675054,-0.2601703130018319,40.64020656145693
118,"PAX Gold",PAXG,3390.25,955294872,83038274,0.8923076910713479,1.1607523603277332,-0.6998631109660898,40.58749723582164
182,"USDD",USDD,1.001,521095187,31835164,0.20617347336498462,0.1769998053653578,0.08309967290416566,1.2425281686428737
126,"SyrupUSDC",SYRUPUSDC,1.11,921375956,12368705,0.057371772300002,0.11839394701780137,0.5140399528437488,
150,"Stables Labs USDX",USDX,0.999313,675112249,210625,-0.00010827732072822536,0.08410952586469421,0.08768921028261394,
144,"OUSG",OUSG,111.88,708757441,0,0.022197853752733636,0.0771877769939884,0.3305570748981426,4.402767690462884
189,"Savings Dai",SDAI,1.16,490308361,2182350,-0.01588472692496472,0.07114747188488336,0.14840301757796387,5.754687561882025
105,"Polygon Bridged USDT (Polygon)",USDT,1,1245305467,41787973,-0.00537542335851211,0.029707485604436156,0.033130546987152946,0.02615123163201536
116,"Binance Bridged USDC (BNB Smart Chain)",USDC,1,999446686,257586090,0.06067242288867717,0.028110194192982274,-0.07521695410120463,0.08159988102823329
176,"Ripple USD",RLUSD,0.999727,532557119,160749781,-0.005121252638571183,0.012397951619313083,-0.002238893930165947,
131,"PayPal USD",PYUSD,0.99957,847168591,9984173,-0.0006216210337149015,-0.008868840268136585,-0.014101618631950105,-0.013186259185220102
167,"Usual USD",USD0,0.997539,583123929,2670326,-0.023767051715694442,-0.015657496767048768,-0.021325209292219656,-0.9802376200899174
155,"Falcon USD",USDF,0.999745,655616800,4572356,-0.026742841981695176,-0.02902479804681684,-0.011787714403292774,
188,"TrueUSD",TUSD,0.997933,493210217,19574721,-0.17064080208032442,-0.11735277498895627,0.12319886717970462,-0.2709988341330196
158,"Mog Coin",MOG,0.00000158,622451296,40186385,-2.4284408156489032,-0.1763916604484769,114.02862460515107,-31.764116148903078
147,"Ondo US Dollar Yield",USDY,1.088,682557184,2000206,0.015186808392944309,-0.33950444763249754,-0.4926736054712675,4.1600765490819835
122,"Arbitrum Bridged WBTC (Arbitrum One)",WBTC,117680,941913091,161111742,-0.15593394114960787,-0.6610287539026969,15.557197656743876,
162,"AB",AB,0.00864142,595325228,65147272,-1.7776501621131484,-0.9294485130922159,-17.833304188080508,15148.429595087206
154,"tBTC",TBTC,117614,656777540,11877252,0.09671294571874321,-1.0314361624314519,15.20525006907266,73.67625213523188
169,"Avalanche Bridged BTC (Avalanche)",BTC.B,117542,561506624,35823134,-0.25608203058792517,-1.0347713675144987,14.664325577385723,73.2623563674525
108,"Solv Protocol BTC",SOLVBTC,117470,1180996777,1744516,-0.21530086708464405,-1.2374208367595896,14.609428561609686,73.98709947479382
128,"clBTC",CLBTC,118834,917660121,37.26,-0.9299804113871863,-1.845076904378959,15.61958786393173,
168,"Solv Protocol Staked BTC",XSOLVBTC,116067,566926637,105471,-0.14397943093782936,-2.58334828060933,13.609304702640458,
149,"MemeCore",M,0.411536,680663871,29931831,-8.32231863309229,-3.455887582356978,,
196,"Maple Finance",SYRUP,0.431417,464648041,81312670,4.622393461189557,-3.6576458117553647,-3.04632176835663,
178,"Wrapped HYPE",WHYPE,45.54,530227162,112006849,-1.4636237341330007,-4.338068368140389,37.156665027423436,
157,"Onyxcoin",XCN,0.01856909,637701445,31805575,1.1568996281105104,-4.607934310779157,36.721358919597705,1032.6936965138912
177,"Tokenize Xchange",TKX,6.63,530589828,1954277,-22.509065572526833,-36.06010983839867,-76.34626204919948,-40.03244462750651
